,sentence1,sentence2,label,predicted_label
1680,"roy moore , the suspended chief justice of the alabama supreme court , stood accused but unrepentant wednesday in the same courtroom he recently presided over .","moore , the suspended chief justice of the alabama supreme court , stands trial before the alabama court of the judiciary .",0,False
1681,"faced with these circumstances , halliburton  is left with no option for providing these services from kuwait other than to continue obtaining them from altanmia ,  sumner wrote ."," kbr is left with no option for providing these services from kuwait other than to continue obtaining them from altanmia ,  the document said .",1,False
1682,the three-story brick building has apartments on the upper floors and the snack bar and café downstairs .,the three-story brick building houses apartments in the upper floors and the snack bar and caf on its downstairs .,1,True
1683,"but the technology-laced nasdaq composite index was up .91 points , or .35 percent , at ,674.35 .","the broader standard & poor ' 500 index .spx was off .07 points , or .11 percent , at ,010.59 .",0,True
1684,"the teenager was in surgery at  hospital and the extent of his injuries was not available , police said .","the teen was in surgery at sacred heart medical center , and the extent of his injuries was not available , bragdon said .",1,True
1685,but  senior state department official said :  we 'll decide how to keep the proper incentives there for countries to sign and for countries that have signed to ratify . ," we 'll decide how to keep the proper incentives there for countries to sign and for countries that have signed to ratify ,  the official said .",1,we 'll
1686,"yahoo accounts for 159,354 of the bsd sites , with 152,054 from ntt / verio and 129,378 from infospace , the survey found .","another 152,054 are from ip services company ntt / verio , and 129,378 from infospace , the survey found .",0,True
1687,"first essex , with $ . billion of assets , employs about 360 people and operates 11 offices in massachusetts and nine in southern new hampshire .",first essex operates 20 banking offices in two counties in massachusetts and three counties in southern new hampshire .,0,True
1688,"mark longabaugh , the league ' vice president for political affairs , said that kempthorne has  shown  distinct contempt for environmental protection . ","kempthorne has ' ' shown  distinct contempt for environmental protection , ' ' said mark longabaugh , the league ' vice president for political affairs .",1,kempthorn
1689,"stanford bested  144-player field that included former winners sorenstam and juli inkster , as well as 13-year-old phenom michelle wie .","she did — and then some , besting  144-player field that included former winners sorenstam and juli inkster , as well as wie .",1,True
1690,"but those modest gains weren ' nearly enough to offset the loss of 43,000 jobs in santa clara county and 18,000 jobs in the san francisco-peninsula-marin area .","but those tiny gains weren ' nearly enough to offset the loss of nearly 62,000 jobs in the santa clara county-san francisco areas .",1,False
